personId,ip,h,r,er,bb,k,hr,p,s,hbp,bat_faced,inh_run,inh_run_scored,gameId,outs
110434,7,6,0,0,4,5,0,51,35,0,29,0,0,156327,21
115384,2,0,0,0,0,5,0,16,16,0,6,0,0,156327,6
123702,7.1,7,2,2,3,4,0,48,36,0,31,0,0,156328,22
124524,1.2,2,0,0,0,0,0,6,6,0,6,2,0,156328,5
123200,6.2,9,1,1,2,6,0,47,39,0,29,0,0,148138,20
115384,2.1,3,1,1,3,2,0,26,14,0,13,2,0,148138,7
111279,8.1,8,4,4,7,4,0,66,38,0,37,0,0,148139,25
121069,0.2,0,0,0,1,0,0,6,2,0,3,1,0,148139,2
114299,9,10,2,2,6,5,0,68,44,0,40,0,0,148147,27
122839,7,11,3,3,0,3,0,38,38,0,32,0,0,156349,21
123078,1,0,0,0,0,0,0,3,3,0,3,0,0,156349,3
113515,9,3,1,1,4,10,0,66,50,0,34,0,0,148158,27
124340,9,8,1,1,1,9,0,57,52,2,36,0,0,148159,27
110550,7,5,1,1,5,2,0,48,28,0,29,0,0,156358,21
124524,1,1,0,0,0,0,0,4,4,0,4,0,0,156358,3
123200,3.2,6,4,4,0,0,3,16,16,0,16,0,0,148168,11
117365,1.1,3,2,2,1,2,0,15,11,0,8,1,0,148168,4
118993,2,0,0,0,0,1,0,8,8,0,6,0,0,148168,6
115384,2,2,1,1,0,2,0,11,11,0,7,0,0,148168,6
111279,9,10,2,2,5,2,0,58,38,0,39,0,0,148175,27
120466,9,4,0,0,0,6,0,42,42,0,30,0,0,156368,27
113515,7,2,1,1,4,5,0,49,33,0,27,0,0,156369,21
118624,1,2,1,1,3,1,0,20,8,0,9,0,0,156369,3
115384,1,1,0,0,0,0,0,3,3,0,3,3,1,156369,3
124524,0.1,1,1,1,2,0,0,11,3,0,5,0,0,156369,1
114299,9,6,0,0,0,8,0,47,47,0,31,0,0,148187,27
110434,9,4,1,1,0,6,0,45,45,0,33,0,0,156379,27
123702,9,9,1,1,1,2,0,43,39,0,36,0,0,156389,27
113515,9,2,0,0,1,13,0,60,56,0,31,0,0,148198,27
124340,11.1,11,2,2,3,9,0,74,61,1,47,0,0,148199,34
115384,0.2,0,0,0,1,0,0,6,2,0,3,2,1,148199,2
122839,5,5,2,1,1,5,1,33,29,0,20,0,0,156405,15
115384,4,0,0,0,1,4,0,24,20,0,13,2,1,156405,12
111279,9,2,0,0,1,2,0,37,33,0,30,0,0,148214,27
123200,9,5,0,0,3,2,0,45,33,0,32,0,0,148215,27
110550,6,6,3,3,3,4,1,42,29,1,25,0,0,156406,18
118624,3.1,2,1,1,2,4,1,28,20,0,14,0,0,156406,10
114299,9,5,1,1,0,5,1,42,42,0,32,0,0,148224,27
120466,8,5,1,1,0,3,1,34,34,1,28,0,0,156418,24
124524,1,0,0,0,0,1,0,5,5,0,3,0,0,156418,3
124340,9,11,4,2,2,3,1,51,43,0,39,0,0,148234,27
110434,3.1,7,5,5,2,2,1,28,20,0,18,0,0,156426,10
113515,1.2,0,0,0,1,3,0,14,10,0,5,0,0,156426,5
123078,3,3,1,1,2,3,0,26,18,0,14,0,0,156426,9
113515,9,6,1,1,3,4,0,52,40,0,35,0,0,148248,27
111279,8,6,3,3,3,2,1,45,33,0,32,0,0,148258,24
121069,1,0,0,0,0,1,0,5,5,0,3,1,0,148258,3
122839,9,13,2,2,1,5,0,53,49,0,40,0,0,156451,27
120466,9,2,0,0,1,5,0,42,38,0,29,0,0,156452,27
123200,4.2,6,3,3,0,1,1,24,23,1,22,0,0,148269,14
115384,0.1,0,0,0,0,1,0,3,3,0,1,3,0,148269,1
118993,2,3,1,1,1,1,0,15,11,0,10,0,0,148269,6
121069,2,0,0,0,0,3,0,12,12,0,6,0,0,148269,6
110434,9,4,2,2,1,2,2,39,35,0,32,0,0,156462,27
113515,7.2,9,1,1,1,7,1,49,45,0,32,0,0,156471,23
118624,1.1,1,0,0,0,4,0,13,13,0,5,1,0,156471,4
123702,9,5,0,0,2,3,0,46,38,0,34,0,0,156472,27
114299,7,7,3,1,2,7,0,49,41,0,29,0,0,148285,21
122636,0.2,2,1,1,0,0,0,4,4,0,4,1,1,148285,2
115384,1.1,1,0,0,0,2,0,9,9,0,5,1,0,148285,4
124340,6,4,2,2,4,4,0,46,29,1,26,0,0,148286,18
111457,2,1,0,0,3,4,0,27,15,0,10,0,0,148286,6
120466,9,9,2,1,1,3,1,46,42,0,37,0,0,156483,27
113515,6,3,2,2,2,1,0,31,23,0,23,0,0,148297,18
118993,2,0,0,0,1,1,0,11,7,0,6,0,0,148297,6
121069,6,1,0,0,1,2,0,27,23,0,20,0,0,148297,18
117365,0.1,1,1,1,2,1,0,12,4,0,4,0,0,148297,1
122839,9,8,2,1,1,3,0,44,40,0,35,0,0,156501,27
111279,8,5,4,4,1,0,3,32,28,0,29,0,0,148310,24
115384,1,2,0,0,0,1,0,7,7,0,5,0,0,148310,3
110434,9,7,1,1,2,8,0,59,50,1,37,0,0,156502,27
123200,12,9,2,2,3,3,1,61,48,1,46,0,0,148318,36
113515,9,6,1,1,2,2,1,45,37,0,35,0,0,156512,27
114299,9,6,1,1,2,4,1,45,37,0,31,0,0,148323,27
120466,6.2,5,1,1,0,2,1,29,29,0,25,0,0,156522,20
118624,2.1,1,1,1,0,0,1,8,8,0,8,1,0,156522,7
124340,3.1,9,5,5,1,2,0,26,22,0,19,0,0,148334,10
115384,0.2,1,1,0,1,1,0,10,6,0,5,2,2,148334,2
118993,1,1,0,0,1,0,0,8,4,0,5,0,0,148334,3
111457,0.2,0,0,0,3,1,0,16,4,0,5,0,0,148334,2
121069,3.1,2,0,0,0,1,0,13,13,0,11,3,0,148334,10
123702,0,4,4,4,1,0,0,9,5,0,6,0,0,156530,0
110550,1.1,3,5,5,2,2,1,20,11,1,10,2,0,156530,4
124524,2.2,2,0,0,1,0,0,13,9,0,10,2,1,156530,8
123078,4,4,0,0,1,1,0,21,17,0,16,0,0,156530,12
113515,9,7,3,3,4,7,0,63,47,0,37,0,0,148344,27
110434,8,6,1,1,2,4,0,43,35,0,29,0,0,156536,24
115384,0.2,1,1,1,1,1,0,9,5,0,4,0,0,156536,2
118624,0,1,0,0,1,0,0,5,1,0,2,2,1,156536,0
111279,6,4,2,2,3,3,0,41,28,1,26,0,0,148360,18
115384,0,1,4,4,3,0,0,13,1,0,4,2,2,148360,0
121069,2,2,1,1,1,1,0,14,10,0,9,3,3,148360,6
122839,6,8,4,4,2,3,2,38,30,0,26,0,0,156552,18
124524,2,2,2,2,3,2,0,24,12,0,11,0,0,156552,6
120466,8,7,4,4,2,3,1,44,36,0,32,0,0,156556,24
123702,1,2,0,0,0,0,0,5,5,0,5,0,0,156556,3
123200,8,8,2,2,2,3,0,45,37,0,33,0,0,148371,24
110434,9,7,2,2,2,5,1,51,43,0,35,0,0,156566,27
114299,9,7,2,1,3,5,0,56,44,0,37,0,0,148381,27
113515,2.2,5,4,4,1,3,1,23,19,0,14,0,0,156576,8
123702,3.1,2,1,1,0,1,0,15,14,1,13,2,0,156576,10
123078,2,0,0,0,1,3,0,16,12,0,7,0,0,156576,6
115384,1,1,0,0,0,0,0,3,3,0,3,0,0,156576,3
124340,9,8,2,1,6,3,0,66,42,0,42,0,0,148388,27
111279,9,6,0,0,3,11,0,66,54,0,35,0,0,148399,27
122839,9,4,1,0,0,4,0,39,39,0,31,0,0,156593,27
120466,8,7,4,3,0,4,0,37,37,0,29,0,0,156594,24
118624,1,2,1,1,0,0,0,4,4,0,4,0,0,156594,3
122636,6,6,4,4,4,4,0,48,32,0,28,0,0,148409,18
111457,2,3,2,2,2,1,0,19,11,0,11,0,0,148409,6
123200,9,6,1,1,1,3,0,42,38,0,33,0,0,148410,27
110434,8,10,2,2,3,4,0,53,41,0,36,0,0,156604,24
124524,1,1,1,0,1,1,0,10,6,0,5,0,0,156604,3
114299,9,2,1,1,2,4,0,45,37,0,31,0,0,148421,27
123702,0.2,3,3,3,1,0,1,9,5,0,6,0,0,156617,2
120466,2.1,2,1,0,0,1,0,10,10,0,8,1,0,156617,7
123078,3,5,4,3,2,1,1,23,15,0,15,0,0,156617,9
112934,2,3,4,2,1,1,1,15,11,0,10,0,0,156617,6
113515,7,6,2,2,4,12,0,68,52,0,32,0,0,148433,21
121069,2,2,0,0,0,1,0,8,8,0,6,0,0,148433,6
124340,0.1,1,1,0,0,0,0,3,3,0,3,0,0,148433,1
122839,6,3,3,2,5,1,0,42,22,0,25,0,0,156626,18
118624,3,0,0,0,0,2,0,13,13,0,9,0,0,156626,9
110434,7.2,9,3,3,4,6,0,59,43,0,35,0,0,156635,23
118624,1.1,0,0,0,0,2,0,8,8,0,4,1,0,156635,4
122839,9,14,4,4,2,4,1,57,49,0,43,0,0,156641,27
114299,5,5,1,0,1,2,0,26,22,0,19,0,0,148450,15
121069,3,6,3,3,2,2,0,27,19,0,17,0,0,148450,9
115384,1,0,0,0,0,0,0,3,3,0,3,0,0,148450,3
124340,4,2,0,0,1,1,0,21,16,1,16,0,0,148450,12
111279,7,9,4,4,1,3,1,39,35,0,30,0,0,148451,21
118993,2,1,0,0,0,0,0,7,7,0,7,0,0,148451,6
123200,5,5,4,4,1,4,0,32,28,0,21,0,0,148459,15
122636,2,2,1,1,2,2,0,20,12,0,10,0,0,148459,6
117365,2,0,0,0,0,4,0,15,15,0,7,0,0,148459,6
110434,4,6,5,5,0,6,3,30,30,0,18,0,0,156658,12
119858,2,2,1,1,0,1,0,9,9,0,7,0,0,156658,6
115384,2,1,0,0,0,1,0,9,9,0,7,0,0,156658,6
113515,9,9,3,2,0,6,1,47,47,0,35,0,0,148468,27
120466,4,10,6,6,0,1,2,22,22,0,20,0,0,156667,12
123078,1,2,1,1,0,0,1,5,5,0,5,0,0,156667,3
116909,2,3,2,2,1,3,0,19,15,0,10,0,0,156667,6
119858,1,1,0,0,0,1,0,6,6,0,4,0,0,156667,3
114299,7,6,0,0,0,9,0,44,44,0,26,0,0,148483,21
123200,2,2,1,1,0,0,1,8,8,0,8,0,0,148483,6
111693,6,5,2,1,4,3,0,45,28,1,27,0,0,156677,18
118624,3,5,2,2,2,3,0,29,21,0,17,2,2,156677,9
111279,7,3,1,1,1,4,1,35,31,0,24,0,0,148493,21
121069,2,1,0,0,0,4,0,15,15,0,7,0,0,148493,6
122839,9,1,0,0,0,3,0,36,36,0,30,0,0,156689,27
124340,3,7,4,4,1,3,0,26,22,0,17,0,0,148507,9
115384,3,1,0,0,1,4,0,22,18,0,11,0,0,148507,9
123200,3,0,0,0,0,4,0,17,17,0,9,0,0,148507,9
110434,3.2,6,6,3,5,2,1,42,22,0,23,0,0,156703,11
123078,1.1,0,0,0,1,0,0,8,4,0,5,1,0,156703,4
116909,3,1,0,0,0,2,0,13,13,0,9,0,0,156703,9
114299,4,1,1,1,1,2,1,20,16,0,13,0,0,148518,12
113515,5,6,5,5,5,5,0,50,30,0,25,0,0,148518,15
120466,9,10,2,1,3,3,0,53,41,0,38,0,0,156725,27
114299,11,13,4,4,2,5,0,62,54,0,46,0,0,148546,33
122839,10,8,3,3,0,3,1,43,42,1,37,0,0,156742,30
110434,7.1,4,3,1,8,4,0,68,36,0,36,0,0,156743,22
118624,0.2,0,0,0,0,1,0,4,4,0,2,1,0,156743,2
123078,1,2,2,2,0,0,0,5,5,0,5,0,0,156743,3
111279,10,11,4,3,3,3,0,58,46,0,43,0,0,148557,30
119041,0.1,1,0,0,0,0,0,2,2,0,2,3,1,148557,1
113515,9.1,7,1,1,5,8,0,71,51,0,40,0,0,148566,28
119041,2,2,1,1,2,5,0,28,20,0,12,2,0,148566,6
120466,6.2,9,3,3,1,3,0,38,34,0,29,0,0,156766,20
118624,0.1,2,2,2,0,0,1,3,3,0,3,2,2,156766,1
115384,2,0,0,0,0,2,0,10,10,0,6,0,0,156766,6
111693,9,5,0,0,2,7,0,54,46,0,34,0,0,156767,27
113008,5,4,3,2,3,2,0,34,22,1,21,0,0,148576,15
115384,4,5,0,0,0,4,0,24,24,0,16,2,1,148576,12
119014,6,6,4,4,4,2,1,44,28,0,28,0,0,148582,18
121069,2,1,0,0,2,1,0,18,10,0,10,0,0,148582,6
122839,6.1,7,2,2,5,1,1,44,24,0,27,0,0,156781,19
118624,2.2,4,2,2,0,1,1,13,13,0,11,1,0,156781,8
114299,9,6,0,0,1,2,0,41,37,0,34,0,0,148591,27
110434,6,8,6,6,3,1,3,40,28,0,29,0,0,156794,18
119858,2,3,2,2,0,3,1,16,15,1,10,0,0,156794,6
111279,8,3,1,1,1,5,1,42,38,0,29,0,0,148611,24
115384,1,1,0,0,0,2,0,8,8,0,4,1,0,148611,3
120466,9,6,3,2,1,7,0,52,48,0,35,0,0,156809,27
114299,7,8,4,3,3,2,0,47,35,0,34,0,0,148621,21
121069,2,0,0,0,2,0,0,14,6,0,8,0,0,148621,6
122839,9,7,2,2,4,2,0,55,39,0,39,0,0,156822,27
111693,6,4,5,4,5,5,1,52,32,0,27,0,0,156833,18
119858,1,0,0,0,0,0,0,3,3,0,3,0,0,156833,3
115384,1,0,0,0,0,1,0,5,5,0,3,0,0,156833,3
118624,2,1,0,0,2,0,0,14,6,0,8,0,0,156833,6
110434,5,6,3,3,3,3,1,39,27,0,24,0,0,156848,15
113515,2,5,3,3,0,0,0,10,10,0,10,0,0,156848,6
123078,1,0,0,0,0,1,0,5,5,0,3,0,0,156848,3
116909,4.1,8,4,4,4,1,1,37,21,0,23,0,0,156849,13
118624,1.2,4,2,2,0,1,0,10,10,0,8,1,0,156849,5
115384,2,4,4,4,2,1,2,20,12,0,12,0,0,156849,6
114299,9,2,0,0,3,8,0,56,44,0,31,0,0,148658,27
120466,9,3,0,0,3,4,0,50,38,0,33,0,0,156853,27
111279,6,5,4,4,2,5,1,40,31,1,24,0,0,148668,18
122636,1,0,0,0,0,1,0,5,5,0,3,0,0,148668,3
121069,2,1,0,0,1,2,0,15,11,0,8,0,0,148668,6
113008,1,2,1,1,0,0,0,4,4,0,4,0,0,148668,3
122839,9,6,2,2,2,6,0,52,44,0,34,0,0,156861,27
113515,9,3,0,0,5,13,0,75,55,0,34,0,0,148682,27
123200,6,8,3,3,3,4,0,44,32,0,27,0,0,148683,18
115384,1,0,0,0,0,1,0,5,5,0,3,0,0,148683,3
119041,2,4,3,3,2,2,0,22,14,0,12,0,0,148683,6
111693,7,5,3,2,6,7,0,64,40,0,32,0,0,156874,21
113515,2,1,0,0,0,0,0,7,7,0,7,0,0,156874,6
114299,8,8,3,3,0,6,1,45,44,1,33,0,0,148694,24
122636,0.1,0,0,0,0,0,0,1,1,0,1,2,0,148694,1
115384,1.2,0,0,0,0,1,0,7,7,0,5,2,0,148694,5
110434,6.2,2,2,1,2,4,0,38,30,0,24,0,0,156886,20
118624,1.1,0,0,0,0,2,0,8,8,0,4,2,0,156886,4
115384,1,2,4,4,2,0,1,13,5,0,7,0,0,156886,3
120466,5,6,4,4,2,0,0,29,21,0,23,0,0,156894,15
123078,3,1,1,1,3,1,0,23,11,0,12,2,0,156894,9
113515,1,0,0,0,0,2,0,8,8,0,4,0,0,156894,3
111279,7,5,2,2,0,6,1,38,38,0,26,0,0,148710,21
122636,2,2,0,0,0,1,0,9,9,0,7,0,0,148710,6
124340,5,8,3,3,3,3,1,40,28,0,25,0,0,148711,15
119014,3.1,2,2,1,2,4,0,28,20,0,14,0,0,148711,10
115384,0,1,0,0,0,0,0,1,1,0,1,2,2,148711,0
122839,5.2,4,4,4,4,2,2,41,24,1,25,0,0,156906,17
118624,3.1,3,1,1,0,0,1,12,12,0,12,1,0,156906,10
113515,4.2,7,6,4,2,5,1,40,32,0,24,0,0,148720,14
119041,1.1,0,0,0,0,1,0,6,6,0,4,2,0,148720,4
121069,3,1,0,0,1,0,0,13,9,0,10,0,0,148720,9
111693,5.1,4,4,4,4,2,0,40,24,0,24,0,0,156918,16
123078,0,1,1,1,1,0,0,5,1,0,2,3,2,156918,0
113515,1.2,1,0,0,1,1,0,10,6,0,5,3,2,156918,5
115384,2,1,0,0,0,1,0,9,9,0,7,0,0,156918,6
116909,4,6,9,7,3,3,1,38,25,1,23,0,0,156919,12
123078,3,6,4,2,0,1,0,18,18,0,16,2,2,156919,9
113515,2,2,1,1,0,1,1,10,10,0,8,0,0,156919,6
123200,9,5,3,3,2,5,2,49,41,0,33,0,0,148729,27
114299,6,8,1,1,1,6,0,42,38,0,27,0,0,148739,18
119041,3,2,1,1,0,4,1,19,19,0,11,0,0,148739,9
120466,9,5,1,1,2,9,0,55,47,0,31,0,0,156942,27
111279,7,4,2,1,0,8,1,42,42,0,26,0,0,148753,21
115384,1,0,0,0,0,0,0,3,3,0,3,0,0,148753,3
113008,1,0,0,0,0,1,0,5,5,0,3,0,0,148753,3
124340,5.1,7,2,2,2,2,1,34,26,0,24,0,0,148754,16
122636,4.2,3,0,0,3,1,0,29,17,0,18,2,0,148754,14
110434,5,10,4,4,0,7,0,39,39,0,25,0,0,156954,15
113515,2,0,0,0,1,2,0,14,10,0,7,0,0,156954,6
118624,1,1,0,0,0,1,0,6,6,0,4,0,0,156954,3
113515,0,0,0,0,1,0,0,3,0,0,1,0,0,148770,0
119014,4,4,6,5,5,3,0,43,22,0,21,0,0,148770,12
113008,3,3,1,1,0,2,0,16,16,0,12,0,0,148770,9
121069,1,1,0,0,0,0,0,3,3,0,3,0,0,148770,3
122839,7,9,3,2,1,3,1,40,36,0,31,0,0,156964,21
118624,1,2,0,0,0,1,0,7,7,0,5,0,0,156964,3
114299,6,3,1,1,0,5,0,31,31,0,21,0,0,148778,18
111693,4.2,4,4,0,4,4,1,45,29,0,25,0,0,156975,14
110434,1.1,0,0,0,2,0,0,12,4,0,6,1,0,156975,4
116909,2,0,0,0,0,4,0,14,14,0,6,0,0,156975,6
111279,6.2,11,5,4,4,5,0,57,41,0,35,0,0,148785,20
119041,0,0,1,1,1,0,0,4,0,0,1,2,0,148785,0
115384,0.1,2,1,0,0,0,0,4,4,0,4,3,3,148785,1
119014,1,0,0,0,0,0,0,3,3,0,3,0,0,148785,3
123200,5.2,7,5,5,0,8,1,39,39,0,23,0,0,148791,17
113008,1.1,2,1,1,3,0,0,19,6,1,10,2,2,148791,4
119041,1,4,5,4,2,0,0,16,8,0,10,0,0,148791,3
119014,1,1,0,0,0,1,0,6,6,0,4,0,0,148791,3
120466,7,6,2,2,2,5,0,44,36,0,28,0,0,156985,21
115384,1,0,0,0,1,1,0,9,5,0,4,0,0,156985,3
113515,0,1,4,4,3,0,0,13,1,0,4,0,0,156990,0
116909,1,3,3,3,0,2,0,11,11,0,7,1,1,156990,3
123078,2,1,0,0,1,4,0,19,15,0,8,0,0,156990,6
110434,3,3,1,1,2,1,0,21,13,0,13,1,0,156990,9
115384,2,1,0,0,0,0,0,7,7,0,7,0,0,156990,6
124340,3,4,3,3,2,1,0,23,15,0,15,0,0,148802,9
115384,4,5,3,3,2,2,1,28,20,0,18,0,0,148802,12
121069,2,0,0,0,0,0,0,6,6,0,6,2,0,148802,6
122839,6.1,6,5,5,4,3,1,47,31,0,29,0,0,157001,19
118624,1.2,0,0,0,0,0,0,5,5,0,5,2,1,157001,5
122636,4.2,6,4,4,1,3,0,30,25,1,21,0,0,148814,14
113008,1.1,4,3,3,1,1,0,14,10,0,9,2,0,148814,4
119041,1.2,2,2,2,1,1,0,12,8,0,7,1,0,148814,5
121069,1.1,1,0,0,0,0,0,4,4,0,4,1,0,148814,4
114299,9,4,0,0,1,7,0,48,44,0,31,0,0,148815,27
111693,6,3,2,2,5,5,1,49,29,0,24,0,0,157013,18
118624,2,3,2,2,0,1,0,11,11,0,9,0,0,157013,6
110434,1,0,0,0,0,3,0,9,9,0,3,1,0,157013,3
120466,9,3,1,0,1,6,0,46,42,0,31,0,0,157024,27
111279,7,4,2,2,1,2,1,33,28,1,26,0,0,148835,21
121069,6,6,5,5,2,3,1,37,29,0,25,0,0,148835,18
110434,9,2,0,0,1,3,0,38,34,0,29,0,0,157034,27
123200,0.1,5,5,5,0,1,2,8,8,0,6,0,0,148844,1
122636,5.2,4,1,0,0,5,0,31,31,0,21,0,0,148844,17
119041,1,0,0,0,0,0,0,3,3,0,3,0,0,148844,3
115384,2,1,1,1,0,4,1,15,15,0,7,0,0,148844,6
122839,9,8,1,1,1,1,0,39,35,0,34,0,0,157046,27
111693,6.1,2,0,0,4,5,0,47,31,0,25,0,0,157047,19
115384,2.2,1,0,0,0,1,0,11,11,0,9,3,0,157047,8
114299,3,6,2,2,0,3,0,21,21,0,15,0,0,148859,9
119041,5,3,0,0,0,2,0,22,22,0,18,0,0,148859,15
121069,1,2,1,1,0,0,0,5,5,0,5,0,0,148859,3
113515,5.1,5,7,7,7,5,0,59,31,0,28,0,0,148869,16
122636,1.2,3,2,2,0,1,1,10,10,0,8,3,3,148869,5
119014,2,3,0,0,0,0,0,8,8,0,8,0,0,148869,6
120466,9,5,1,1,0,5,1,42,42,0,32,0,0,157061,27
110434,4.2,9,4,4,0,4,2,31,31,0,23,0,0,157073,14
116909,2.1,0,0,0,0,1,0,9,9,0,7,2,0,157073,7
118624,1.2,2,1,1,2,3,0,20,12,0,8,0,0,157073,5
115384,2.1,2,0,0,1,1,0,14,10,0,9,1,0,157073,7
111279,7,10,3,3,0,4,0,38,38,0,30,0,0,148882,21
113008,2,1,0,0,1,1,0,13,8,1,8,0,0,148882,6
123200,2,4,5,5,2,2,1,23,14,1,13,0,0,148883,6
115384,4,0,0,0,1,2,0,20,16,0,13,2,1,148883,12
119041,1.2,4,0,0,0,0,0,8,8,0,8,0,0,148883,5
121069,1.1,0,0,0,1,0,0,8,4,0,5,2,0,148883,4
114299,8.1,8,2,2,1,10,0,57,53,0,34,0,0,148898,25
119041,0.2,0,0,0,0,0,0,2,2,0,2,2,0,148898,2
122839,9,9,1,1,1,3,0,44,40,0,35,0,0,157092,27
113515,9,7,2,2,3,6,1,58,46,0,37,0,0,148906,27
111693,7,5,2,2,1,4,0,35,31,0,24,0,0,157104,21
110100,1,1,0,0,0,0,0,4,4,0,4,0,0,157104,3
115384,1,0,0,0,0,1,0,5,5,0,3,0,0,157104,3
120466,7,6,2,1,1,2,0,34,30,0,27,0,0,157117,21
118624,2,0,0,0,0,0,0,6,6,0,6,0,0,157117,6
110434,5.2,5,2,2,5,6,1,54,34,0,27,0,0,157118,17
116909,2.1,3,1,1,0,1,0,12,12,0,10,2,0,157118,7
110100,1,1,0,0,1,1,0,9,5,0,4,0,0,157118,3
111279,6,6,3,3,1,3,1,33,29,0,24,0,0,148930,18
124340,2,2,1,1,0,0,0,8,8,0,8,0,0,148930,6
114299,9,5,1,0,1,7,0,50,46,0,33,0,0,148941,27
122839,9,7,3,3,1,5,1,46,42,0,33,0,0,157136,27
113515,6,6,1,1,0,4,0,31,31,0,23,0,0,148954,18
121069,2,2,3,3,2,1,1,18,10,0,10,0,0,148954,6
111693,2,2,1,1,5,0,0,27,7,0,12,0,0,157147,6
116909,2,1,1,0,1,1,0,12,8,0,7,2,0,157147,6
113515,1,2,3,3,1,0,1,9,5,0,6,0,0,157147,3
110100,1,3,1,1,0,1,0,8,8,0,6,0,0,157147,3
118624,1,2,1,1,0,1,0,7,7,0,5,0,0,157147,3
115384,1,1,0,0,0,0,0,4,4,0,4,0,0,157147,3
123200,6,5,2,2,4,7,1,53,37,0,27,0,0,148960,18
119041,2,1,0,0,1,1,0,14,10,0,9,0,0,148960,6
111279,3,5,3,2,2,2,0,25,17,0,15,0,0,148967,9
122636,2,5,2,2,0,1,0,13,13,0,11,0,0,148967,6
124340,2,2,1,1,0,2,0,12,12,0,8,0,0,148967,6
119014,1,0,0,0,1,2,0,11,7,0,4,0,0,148967,3
114299,9,4,0,0,1,7,0,48,44,0,31,0,0,148976,27
120466,9,5,2,1,2,5,1,49,41,0,33,0,0,157168,27
110434,6.2,6,2,1,4,4,0,49,33,0,29,0,0,157169,20
115384,0.1,0,0,0,0,1,0,3,3,0,1,2,0,157169,1
110100,3,2,0,0,2,2,0,22,14,0,12,0,0,157169,9
118624,4,6,1,1,2,3,0,31,23,0,19,0,0,157169,12
116909,1,3,1,1,1,0,0,10,6,0,7,0,0,157169,3
113515,2.2,5,5,5,4,2,0,33,17,0,17,0,0,148984,8
119041,6.1,5,2,2,3,2,1,40,28,0,27,1,0,148984,19
122839,7,4,2,1,1,4,1,36,32,0,25,0,0,157181,21
123200,5.1,10,3,3,1,3,1,35,31,0,26,0,0,148993,16
115384,1.2,0,0,0,0,0,0,5,5,0,5,3,1,148993,5
121069,1,0,0,0,0,1,0,5,5,0,3,0,0,148993,3
111693,2.1,4,5,4,2,1,0,22,14,0,14,0,0,157193,7
113515,5,2,0,0,3,3,0,35,23,0,20,1,0,157193,15
110100,1.2,0,0,0,0,2,0,9,8,1,5,2,0,157193,5
111279,13,10,0,0,5,5,0,77,57,0,52,0,0,149002,39
122636,2,0,0,0,1,1,0,12,7,1,7,0,0,149002,6
116909,4,2,2,2,4,1,0,32,16,0,18,0,0,157201,12
110434,2,2,1,1,1,3,1,19,15,0,10,2,2,157201,6
118624,2,1,0,0,0,2,0,12,12,0,8,0,0,157201,6
114299,7,7,3,3,3,5,2,49,37,1,30,0,0,149016,21
119041,2,2,0,0,0,2,0,12,12,0,8,0,0,149016,6
120466,7,6,4,4,2,6,2,45,37,0,27,0,0,157212,21
115384,1,0,0,0,1,0,0,6,2,0,3,0,0,157212,3
122839,7,7,3,3,2,3,0,40,31,1,28,0,0,157224,21
118624,1,2,1,1,2,0,0,12,4,0,6,0,0,157224,3
113515,6,4,3,3,6,5,0,54,30,0,26,0,0,149036,18
121069,2,3,2,1,1,3,0,19,15,0,10,0,0,149036,6
110434,9,5,2,2,2,4,1,46,38,0,32,0,0,157230,27
124340,5.1,8,5,5,1,3,1,33,29,0,24,0,0,149047,16
122636,0,1,0,0,1,0,0,5,1,0,2,2,1,149047,0
119041,0.2,0,0,0,0,0,0,1,1,0,1,3,0,149047,2
121069,3,2,0,0,0,1,0,12,12,0,10,0,0,149047,9
113008,0.1,2,2,2,0,0,2,3,3,0,3,0,0,149047,1
123200,5,10,6,5,0,1,1,27,27,0,25,0,0,149048,15
119041,4,4,0,0,1,2,0,24,19,1,17,0,0,149048,12
120466,9,5,2,2,0,3,0,38,38,0,32,0,0,157242,27
111279,9,9,4,4,3,2,2,50,38,0,37,0,0,149058,27
115384,9,9,1,1,1,8,0,55,51,0,36,0,0,149061,27
114299,9,4,0,0,2,5,0,50,42,0,34,0,0,149062,27
122839,9,3,1,1,4,6,0,57,41,0,33,0,0,157255,27
111693,9,6,2,2,5,6,1,64,44,0,37,0,0,157256,27
113515,4,3,3,3,4,5,0,40,24,0,18,0,0,149071,12
122636,4.1,1,0,0,2,3,0,28,20,0,16,0,0,149071,13
119041,0.2,0,0,0,0,2,0,6,6,0,2,2,0,149071,2
116909,4.2,6,5,5,0,0,1,20,20,0,20,0,0,157269,14
110100,0.1,0,0,0,0,0,0,1,1,0,1,1,0,157269,1
113515,3,4,1,1,0,0,1,12,12,0,12,0,0,157269,9
118624,1,0,1,0,0,0,0,4,4,0,4,0,0,157269,3
113008,6,4,3,3,4,3,1,44,28,0,26,0,0,149082,18
121069,3,0,0,0,0,4,0,17,17,0,9,1,0,149082,9
122114,7,5,3,3,4,1,1,44,28,0,30,0,0,149083,21
119041,0,1,0,0,0,0,0,1,1,0,1,0,0,149083,0
124340,2,1,0,0,1,3,0,17,13,0,8,1,0,149083,6
121069,1,0,0,0,1,0,0,7,3,0,4,0,0,149083,3
110434,3.1,6,5,5,2,4,0,33,25,0,19,0,0,157275,10
115384,3.2,2,2,2,3,2,0,28,16,0,15,1,0,157275,11
110100,1,1,0,0,0,2,0,8,8,0,4,0,0,157275,3
